법정동코드_변경후	법정동명_변경후	생성일자_변경후	삭제일자_변경후	법정동코드_변경전	법정동명_변경전	생성일자_변경전	삭제일자_변경전	변경내역
4725032532	경상북도 상주시 사벌국면 엄암리	2019-12-30		4725032032	경상북도 상주시 사벌면 엄암리		2019-12-30	[법정동코드 변경내역] 4725032032 > 4725032532 | [법정동명 변경내역]: 사벌면 > 사벌국면
4511313900	전라북도 전주시 덕진구 여의동2가	2020-05-15	2024-01-18	4511312800	전라북도 전주시 덕진구 동산동	1989-05-01	2020-05-15	[법정동코드 변경내역] 4511312800 > 4511313900 | [법정동명 변경내역]: 동산동 > 여의동2가
3611011500	세종특별자치시 산울동	2020-07-15		3611031028	세종특별자치시 연기면 산울리		2020-07-15	[법정동코드 변경내역] 3611031028 > 3611011500 | [법정동명 변경내역]: 연기면 > 산울동
3611011600	세종특별자치시 해밀동	2020-07-15		3611031029	세종특별자치시 연기면 해밀리		2020-07-15	[법정동코드 변경내역] 3611031029 > 3611011600 | [법정동명 변경내역]: 연기면 > 해밀동
3611011800	세종특별자치시 집현동	2020-07-15		3611034047	세종특별자치시 금남면 집현리		2020-07-15	[법정동코드 변경내역] 3611034047 > 3611011800 | [법정동명 변경내역]: 금남면 > 집현동
3171026523	울산광역시 울주군 삼남읍 신화리	2020-10-30		3171039023	울산광역시 울주군 삼남면 신화리	1997-07-15	2020-10-30	[법정동코드 변경내역] 3171039023 > 3171026523 | [법정동명 변경내역]: 삼남면 > 삼남읍
3171026524	울산광역시 울주군 삼남읍 방기리	2020-10-30		3171039024	울산광역시 울주군 삼남면 방기리	1997-07-15	2020-10-30	[법정동코드 변경내역] 3171039024 > 3171026524 | [법정동명 변경내역]: 삼남면 > 삼남읍
3171026525	울산광역시 울주군 삼남읍 가천리	2020-10-30		3171039025	울산광역시 울주군 삼남면 가천리	1997-07-15	2020-10-30	[법정동코드 변경내역] 3171039025 > 3171026525 | [법정동명 변경내역]: 삼남면 > 삼남읍
3171026500	울산광역시 울주군 삼남읍	2020-10-30		3171039000	울산광역시 울주군 삼남면	1997-07-15	2020-10-30	[법정동코드 변경내역] 3171039000 > 3171026500 | [법정동명 변경내역]: 삼남면 > 삼남읍
3171026521	울산광역시 울주군 삼남읍 교동리	2020-10-30		3171039021	울산광역시 울주군 삼남면 교동리	1997-07-15	2020-10-30	[법정동코드 변경내역] 3171039021 > 3171026521 | [법정동명 변경내역]: 삼남면 > 삼남읍
3171026522	울산광역시 울주군 삼남읍 상천리	2020-10-30		3171039022	울산광역시 울주군 삼남면 상천리	1997-07-15	2020-10-30	[법정동코드 변경내역] 3171039022 > 3171026522 | [법정동명 변경내역]: 삼남면 > 삼남읍
4375033032	충청북도 진천군 문백면 구산동리	2020-11-05		4375033024	충청북도 진천군 문백면 구곡리	1988-04-23	2020-11-05	[법정동코드 변경내역] 4375033024 > 4375033032 | [법정동명 변경내역]: 구곡리 > 구산동리
4280031526	강원도 양구군 국토정중앙면 송우리	2020-12-31	2023-06-09	4280031026	강원도 양구군 남면 송우리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031026 > 4280031526 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031525	강원도 양구군 국토정중앙면 청리	2020-12-31	2023-06-09	4280031025	강원도 양구군 남면 청리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031025 > 4280031525 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031527	강원도 양구군 국토정중앙면 황강리	2020-12-31	2023-06-09	4280031027	강원도 양구군 남면 황강리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031027 > 4280031527 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031523	강원도 양구군 국토정중앙면 야촌리	2020-12-31	2023-06-09	4280031023	강원도 양구군 남면 야촌리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031023 > 4280031523 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031521	강원도 양구군 국토정중앙면 적리	2020-12-31	2023-06-09	4280031021	강원도 양구군 남면 적리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031021 > 4280031521 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031524	강원도 양구군 국토정중앙면 용하리	2020-12-31	2023-06-09	4280031024	강원도 양구군 남면 용하리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031024 > 4280031524 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031528	강원도 양구군 국토정중앙면 창리	2020-12-31	2023-06-09	4280031028	강원도 양구군 남면 창리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031028 > 4280031528 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031500	강원도 양구군 국토정중앙면	2020-12-31	2023-06-09	4280031000	강원도 양구군 남면	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031000 > 4280031500 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031530	강원도 양구군 국토정중앙면 구암리	2020-12-31	2023-06-09	4280031030	강원도 양구군 남면 구암리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031030 > 4280031530 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031522	강원도 양구군 국토정중앙면 가오작리	2020-12-31	2023-06-09	4280031022	강원도 양구군 남면 가오작리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031022 > 4280031522 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031533	강원도 양구군 국토정중앙면 원리	2020-12-31	2023-06-09	4280031033	강원도 양구군 남면 원리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031033 > 4280031533 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031534	강원도 양구군 국토정중앙면 두무리	2020-12-31	2023-06-09	4280031034	강원도 양구군 남면 두무리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031034 > 4280031534 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031535	강원도 양구군 국토정중앙면 명곶리	2020-12-31	2023-06-09	4280031035	강원도 양구군 남면 명곶리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031035 > 4280031535 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031532	강원도 양구군 국토정중앙면 심포리	2020-12-31	2023-06-09	4280031032	강원도 양구군 남면 심포리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031032 > 4280031532 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031531	강원도 양구군 국토정중앙면 죽리	2020-12-31	2023-06-09	4280031031	강원도 양구군 남면 죽리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031031 > 4280031531 | [법정동명 변경내역]: 남면 > 국토정중앙면
4280031529	강원도 양구군 국토정중앙면 도촌리	2020-12-31	2023-06-09	4280031029	강원도 양구군 남면 도촌리	1988-04-23	2020-12-31	[법정동코드 변경내역] 4280031029 > 4280031529 | [법정동명 변경내역]: 남면 > 국토정중앙면
4772038029	경상북도 군위군 삼국유사면 가암리	2021-01-01	2023-06-30	4772037040	경상북도 군위군 고로면 가암리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037040 > 4772038029 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038030	경상북도 군위군 삼국유사면 석산리	2021-01-01	2023-06-30	4772037041	경상북도 군위군 고로면 석산리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037041 > 4772038030 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038000	경상북도 군위군 삼국유사면	2021-01-01	2023-06-30	4772037000	경상북도 군위군 고로면	1988-04-23	2023-06-30	[법정동코드 변경내역] 4772037000 > 4772038000 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038028	경상북도 군위군 삼국유사면 낙전리	2021-01-01	2023-06-30	4772037039	경상북도 군위군 고로면 낙전리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037039 > 4772038028 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038031	경상북도 군위군 삼국유사면 학암리	2021-01-01	2023-06-30	4772037042	경상북도 군위군 고로면 학암리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037042 > 4772038031 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038021	경상북도 군위군 삼국유사면 화수리	2021-01-01	2023-06-30	4772037032	경상북도 군위군 고로면 화수리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037032 > 4772038021 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038023	경상북도 군위군 삼국유사면 괴산리	2021-01-01	2023-06-30	4772037034	경상북도 군위군 고로면 괴산리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037034 > 4772038023 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038022	경상북도 군위군 삼국유사면 화북리	2021-01-01	2023-06-30	4772037033	경상북도 군위군 고로면 화북리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037033 > 4772038022 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038024	경상북도 군위군 삼국유사면 학성리	2021-01-01	2023-06-30	4772037035	경상북도 군위군 고로면 학성리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037035 > 4772038024 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038025	경상북도 군위군 삼국유사면 장곡리	2021-01-01	2023-06-30	4772037036	경상북도 군위군 고로면 장곡리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037036 > 4772038025 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038026	경상북도 군위군 삼국유사면 인곡리	2021-01-01	2023-06-30	4772037037	경상북도 군위군 고로면 인곡리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037037 > 4772038026 | [법정동명 변경내역]: 고로면 > 삼국유사면
4772038027	경상북도 군위군 삼국유사면 양지리	2021-01-01	2023-06-30	4772037038	경상북도 군위군 고로면 양지리	1988-10-01	2023-06-30	[법정동코드 변경내역] 4772037038 > 4772038027 | [법정동명 변경내역]: 고로면 > 삼국유사면
4719025623	경상북도 구미시 산동읍 적림리	2021-01-12		4719035023	경상북도 구미시 산동면 적림리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035023 > 4719025623 | [법정동명 변경내역]: 산동면 > 산동읍
4719025627	경상북도 구미시 산동읍 임천리	2021-01-12		4719035027	경상북도 구미시 산동면 임천리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035027 > 4719025627 | [법정동명 변경내역]: 산동면 > 산동읍
4719025625	경상북도 구미시 산동읍 신당리	2021-01-12		4719035025	경상북도 구미시 산동면 신당리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035025 > 4719025625 | [법정동명 변경내역]: 산동면 > 산동읍
4719025624	경상북도 구미시 산동읍 성수리	2021-01-12		4719035024	경상북도 구미시 산동면 성수리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035024 > 4719025624 | [법정동명 변경내역]: 산동면 > 산동읍
4719025626	경상북도 구미시 산동읍 봉산리	2021-01-12		4719035026	경상북도 구미시 산동면 봉산리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035026 > 4719025626 | [법정동명 변경내역]: 산동면 > 산동읍
4719025630	경상북도 구미시 산동읍 송산리	2021-01-12		4719035030	경상북도 구미시 산동면 송산리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035030 > 4719025630 | [법정동명 변경내역]: 산동면 > 산동읍
4719025622	경상북도 구미시 산동읍 도중리	2021-01-12		4719035022	경상북도 구미시 산동면 도중리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035022 > 4719025622 | [법정동명 변경내역]: 산동면 > 산동읍
4719025621	경상북도 구미시 산동읍 동곡리	2021-01-12		4719035021	경상북도 구미시 산동면 동곡리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035021 > 4719025621 | [법정동명 변경내역]: 산동면 > 산동읍
4719025600	경상북도 구미시 산동읍	2021-01-12		4719035000	경상북도 구미시 산동면	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035000 > 4719025600 | [법정동명 변경내역]: 산동면 > 산동읍
4719025629	경상북도 구미시 산동읍 백현리	2021-01-12		4719035029	경상북도 구미시 산동면 백현리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035029 > 4719025629 | [법정동명 변경내역]: 산동면 > 산동읍
4719025628	경상북도 구미시 산동읍 인덕리	2021-01-12		4719035028	경상북도 구미시 산동면 인덕리	1995-01-01	2021-01-12	[법정동코드 변경내역] 4719035028 > 4719025628 | [법정동명 변경내역]: 산동면 > 산동읍
4146125923	경기도 용인시 처인구 남사읍 통삼리	2021-04-06		4146132023	경기도 용인시 처인구 남사면 통삼리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132023 > 4146125923 | [법정동명 변경내역]: 남사면 > 남사읍
4713031524	경상북도 경주시 문무대왕면 송전리	2021-04-06		4713031024	경상북도 경주시 양북면 송전리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031024 > 4713031524 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031529	경상북도 경주시 문무대왕면 권이리	2021-04-06		4713031029	경상북도 경주시 양북면 권이리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031029 > 4713031529 | [법정동명 변경내역]: 양북면 > 문무대왕면
4146125929	경기도 용인시 처인구 남사읍 창리	2021-04-06		4146132029	경기도 용인시 처인구 남사면 창리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132029 > 4146125929 | [법정동명 변경내역]: 남사면 > 남사읍
4713031531	경상북도 경주시 문무대왕면 용동리	2021-04-06		4713031031	경상북도 경주시 양북면 용동리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031031 > 4713031531 | [법정동명 변경내역]: 양북면 > 문무대왕면
4146125922	경기도 용인시 처인구 남사읍 북리	2021-04-06		4146132022	경기도 용인시 처인구 남사면 북리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132022 > 4146125922 | [법정동명 변경내역]: 남사면 > 남사읍
4713031522	경상북도 경주시 문무대왕면 입천리	2021-04-06		4713031022	경상북도 경주시 양북면 입천리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031022 > 4713031522 | [법정동명 변경내역]: 양북면 > 문무대왕면
4146125925	경기도 용인시 처인구 남사읍 진목리	2021-04-06		4146132025	경기도 용인시 처인구 남사면 진목리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132025 > 4146125925 | [법정동명 변경내역]: 남사면 > 남사읍
4146125926	경기도 용인시 처인구 남사읍 원암리	2021-04-06		4146132026	경기도 용인시 처인구 남사면 원암리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132026 > 4146125926 | [법정동명 변경내역]: 남사면 > 남사읍
4146125928	경기도 용인시 처인구 남사읍 방아리	2021-04-06		4146132028	경기도 용인시 처인구 남사면 방아리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132028 > 4146125928 | [법정동명 변경내역]: 남사면 > 남사읍
4146125924	경기도 용인시 처인구 남사읍 봉명리	2021-04-06		4146132024	경기도 용인시 처인구 남사면 봉명리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132024 > 4146125924 | [법정동명 변경내역]: 남사면 > 남사읍
4146125930	경기도 용인시 처인구 남사읍 아곡리	2021-04-06		4146132030	경기도 용인시 처인구 남사면 아곡리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132030 > 4146125930 | [법정동명 변경내역]: 남사면 > 남사읍
4713031530	경상북도 경주시 문무대왕면 호암리	2021-04-06		4713031030	경상북도 경주시 양북면 호암리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031030 > 4713031530 | [법정동명 변경내역]: 양북면 > 문무대왕면
4146125931	경기도 용인시 처인구 남사읍 완장리	2021-04-06		4146132031	경기도 용인시 처인구 남사면 완장리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132031 > 4146125931 | [법정동명 변경내역]: 남사면 > 남사읍
4713031500	경상북도 경주시 문무대왕면	2021-04-06		4713031000	경상북도 경주시 양북면	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031000 > 4713031500 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031525	경상북도 경주시 문무대왕면 죽전리	2021-04-06		4713031025	경상북도 경주시 양북면 죽전리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031025 > 4713031525 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031535	경상북도 경주시 문무대왕면 범곡리	2021-04-06		4713031035	경상북도 경주시 양북면 범곡리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031035 > 4713031535 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031534	경상북도 경주시 문무대왕면 장항리	2021-04-06		4713031034	경상북도 경주시 양북면 장항리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031034 > 4713031534 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031533	경상북도 경주시 문무대왕면 안동리	2021-04-06		4713031033	경상북도 경주시 양북면 안동리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031033 > 4713031533 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031526	경상북도 경주시 문무대왕면 구길리	2021-04-06		4713031026	경상북도 경주시 양북면 구길리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031026 > 4713031526 | [법정동명 변경내역]: 양북면 > 문무대왕면
4146125927	경기도 용인시 처인구 남사읍 전궁리	2021-04-06		4146132027	경기도 용인시 처인구 남사면 전궁리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132027 > 4146125927 | [법정동명 변경내역]: 남사면 > 남사읍
4146125921	경기도 용인시 처인구 남사읍 봉무리	2021-04-06		4146132021	경기도 용인시 처인구 남사면 봉무리	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132021 > 4146125921 | [법정동명 변경내역]: 남사면 > 남사읍
4146125900	경기도 용인시 처인구 남사읍	2021-04-06		4146132000	경기도 용인시 처인구 남사면	2005-10-31	2021-04-06	[법정동코드 변경내역] 4146132000 > 4146125900 | [법정동명 변경내역]: 남사면 > 남사읍
4713031521	경상북도 경주시 문무대왕면 어일리	2021-04-06		4713031021	경상북도 경주시 양북면 어일리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031021 > 4713031521 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031532	경상북도 경주시 문무대왕면 와읍리	2021-04-06		4713031032	경상북도 경주시 양북면 와읍리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031032 > 4713031532 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031527	경상북도 경주시 문무대왕면 용당리	2021-04-06		4713031027	경상북도 경주시 양북면 용당리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031027 > 4713031527 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031528	경상북도 경주시 문무대왕면 봉길리	2021-04-06		4713031028	경상북도 경주시 양북면 봉길리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031028 > 4713031528 | [법정동명 변경내역]: 양북면 > 문무대왕면
4713031523	경상북도 경주시 문무대왕면 두산리	2021-04-06		4713031023	경상북도 경주시 양북면 두산리	1995-01-01	2021-04-06	[법정동코드 변경내역] 4713031023 > 4713031523 | [법정동명 변경내역]: 양북면 > 문무대왕면
4272035223	강원도 홍천군 영귀미면 덕치리	2021-06-01	2023-06-09	4272035023	강원도 홍천군 동면 덕치리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035023 > 4272035223 | [법정동명 변경내역]: 동면 > 영귀미면
4272035222	강원도 홍천군 영귀미면 신봉리	2021-06-01	2023-06-09	4272035022	강원도 홍천군 동면 신봉리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035022 > 4272035222 | [법정동명 변경내역]: 동면 > 영귀미면
4272035226	강원도 홍천군 영귀미면 방량리	2021-06-01	2023-06-09	4272035026	강원도 홍천군 동면 방량리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035026 > 4272035226 | [법정동명 변경내역]: 동면 > 영귀미면
4272035200	강원도 홍천군 영귀미면	2021-06-01	2023-06-09	4272035000	강원도 홍천군 동면	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035000 > 4272035200 | [법정동명 변경내역]: 동면 > 영귀미면
4272035221	강원도 홍천군 영귀미면 속초리	2021-06-01	2023-06-09	4272035021	강원도 홍천군 동면 속초리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035021 > 4272035221 | [법정동명 변경내역]: 동면 > 영귀미면
4272035224	강원도 홍천군 영귀미면 성수리	2021-06-01	2023-06-09	4272035024	강원도 홍천군 동면 성수리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035024 > 4272035224 | [법정동명 변경내역]: 동면 > 영귀미면
4272035225	강원도 홍천군 영귀미면 삼현리	2021-06-01	2023-06-09	4272035025	강원도 홍천군 동면 삼현리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035025 > 4272035225 | [법정동명 변경내역]: 동면 > 영귀미면
4272035227	강원도 홍천군 영귀미면 월운리	2021-06-01	2023-06-09	4272035027	강원도 홍천군 동면 월운리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035027 > 4272035227 | [법정동명 변경내역]: 동면 > 영귀미면
4272035228	강원도 홍천군 영귀미면 후동리	2021-06-01	2023-06-09	4272035028	강원도 홍천군 동면 후동리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035028 > 4272035228 | [법정동명 변경내역]: 동면 > 영귀미면
4272035229	강원도 홍천군 영귀미면 개운리	2021-06-01	2023-06-09	4272035029	강원도 홍천군 동면 개운리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035029 > 4272035229 | [법정동명 변경내역]: 동면 > 영귀미면
4272035230	강원도 홍천군 영귀미면 노천리	2021-06-01	2023-06-09	4272035030	강원도 홍천군 동면 노천리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035030 > 4272035230 | [법정동명 변경내역]: 동면 > 영귀미면
4272035231	강원도 홍천군 영귀미면 좌운리	2021-06-01	2023-06-09	4272035031	강원도 홍천군 동면 좌운리	1988-04-23	2021-06-01	[법정동코드 변경내역] 4272035031 > 4272035231 | [법정동명 변경내역]: 동면 > 영귀미면
4812314000	경상남도 창원시 성산구 덕정동	2021-06-30		4811012400	경상남도 창원시 덕정동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811012400 > 4812314000 | [법정동명 변경내역]: 덕정동 > 성산구
4812313800	경상남도 창원시 성산구 두대동	2021-06-30		4811012300	경상남도 창원시 두대동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811012300 > 4812313800 | [법정동명 변경내역]: 두대동 > 성산구
4812313700	경상남도 창원시 성산구 대원동	2021-06-30		4811014800	경상남도 창원시 대원동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811014800 > 4812313700 | [법정동명 변경내역]: 대원동 > 성산구
4812313900	경상남도 창원시 성산구 삼동동	2021-06-30		4811012200	경상남도 창원시 삼동동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811012200 > 4812313900 | [법정동명 변경내역]: 삼동동 > 성산구
4812313400	경상남도 창원시 성산구 용지동	2021-06-30		4811010900	경상남도 창원시 용지동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811010900 > 4812313400 | [법정동명 변경내역]: 용지동 > 성산구
4812313500	경상남도 창원시 성산구 용호동	2021-06-30		4811016100	경상남도 창원시 용호동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811016100 > 4812313500 | [법정동명 변경내역]: 용호동 > 성산구
4812314100	경상남도 창원시 성산구 퇴촌동	2021-06-30		4811013800	경상남도 창원시 퇴촌동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811013800 > 4812314100 | [법정동명 변경내역]: 퇴촌동 > 성산구
4812313600	경상남도 창원시 성산구 신월동	2021-06-30		4811015800	경상남도 창원시 신월동	1997-07-14	2010-07-01	[법정동코드 변경내역] 4811015800 > 4812313600 | [법정동명 변경내역]: 신월동 > 성산구
4139013200	경기도 시흥시 정왕동	2021-07-07		4139013500	경기도 시흥시 배곧동	2021-07-06		[법정동코드 변경내역] 4139013500 > 4139013200 | [법정동명 변경내역]: 배곧동 > 정왕동
4275031221	강원도 영월군 산솔면 녹전리	2021-11-03	2023-06-09	4275031021	강원도 영월군 중동면 녹전리	1988-04-23	2021-11-03	[법정동코드 변경내역] 4275031021 > 4275031221 | [법정동명 변경내역]: 중동면 > 산솔면
4275031200	강원도 영월군 산솔면	2021-11-03	2023-06-09	4275031000	강원도 영월군 중동면	1988-04-23	2021-11-03	[법정동코드 변경내역] 4275031000 > 4275031200 | [법정동명 변경내역]: 중동면 > 산솔면
4275031224	강원도 영월군 산솔면 화원리	2021-11-03	2023-06-09	4275031024	강원도 영월군 중동면 화원리	1988-04-23	2021-11-03	[법정동코드 변경내역] 4275031024 > 4275031224 | [법정동명 변경내역]: 중동면 > 산솔면
4275031225	강원도 영월군 산솔면 연상리	2021-11-03	2023-06-09	4275031025	강원도 영월군 중동면 연상리	1988-04-23	2021-11-03	[법정동코드 변경내역] 4275031025 > 4275031225 | [법정동명 변경내역]: 중동면 > 산솔면
4275031222	강원도 영월군 산솔면 직동리	2021-11-03	2023-06-09	4275031022	강원도 영월군 중동면 직동리	1988-04-23	2021-11-03	[법정동코드 변경내역] 4275031022 > 4275031222 | [법정동명 변경내역]: 중동면 > 산솔면
4275031226	강원도 영월군 산솔면 석항리	2021-11-03	2023-06-09	4275031026	강원도 영월군 중동면 석항리	1988-04-23	2021-11-03	[법정동코드 변경내역] 4275031026 > 4275031226 | [법정동명 변경내역]: 중동면 > 산솔면
4275031223	강원도 영월군 산솔면 이목리	2021-11-03	2023-06-09	4275031023	강원도 영월군 중동면 이목리	1988-04-23	2021-11-03	[법정동코드 변경내역] 4275031023 > 4275031223 | [법정동명 변경내역]: 중동면 > 산솔면
4167034533	경기도 여주시 세종대왕면 신지리	2022-01-17		4167034033	경기도 여주시 능서면 신지리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034033 > 4167034533 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034531	경기도 여주시 세종대왕면 오계리	2022-01-17		4167034031	경기도 여주시 능서면 오계리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034031 > 4167034531 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034530	경기도 여주시 세종대왕면 광대리	2022-01-17		4167034030	경기도 여주시 능서면 광대리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034030 > 4167034530 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034529	경기도 여주시 세종대왕면 마래리	2022-01-17		4167034029	경기도 여주시 능서면 마래리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034029 > 4167034529 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034528	경기도 여주시 세종대왕면 양거리	2022-01-17		4167034028	경기도 여주시 능서면 양거리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034028 > 4167034528 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034523	경기도 여주시 세종대왕면 왕대리	2022-01-17		4167034023	경기도 여주시 능서면 왕대리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034023 > 4167034523 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034527	경기도 여주시 세종대왕면 매화리	2022-01-17		4167034027	경기도 여주시 능서면 매화리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034027 > 4167034527 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034525	경기도 여주시 세종대왕면 내양리	2022-01-17		4167034025	경기도 여주시 능서면 내양리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034025 > 4167034525 | [법정동명 변경내역]: 능서면 > 세종대왕면
